text,label,source,title
U.S. Junk Bond Rally Will Be More Muted in 2020 After 13.5% Year,positive,TwitterFinancialNews,U.S. Junk Bond Rally Will Be More Muted in 2020 After 13.5% Year
"U.S. Treasury liquidity on the mend, but without Fed remains fragile #economy #MarketScreener… https://t.co/7ln9zZHPwN",positive,TwitterFinancialNews,"U.S. Treasury liquidity on the mend, but without Fed remains fragile #economy #MarketScreener… https"
UKDMO UK Regulatory Announcement: Issue of Debt https://t.co/NFYxKNlKdM https://t.co/KpBYsXN3wZ,positive,TwitterFinancialNews,UKDMO UK Regulatory Announcement: Issue of Debt https://t.co/NFYxKNlKdM https://t.co/KpBYsXN3wZ
UKDMO UK Regulatory Announcement: Issue of Debt https://t.co/TCEYgrFHqN https://t.co/cj2P2GwXSp,positive,TwitterFinancialNews,UKDMO UK Regulatory Announcement: Issue of Debt https://t.co/TCEYgrFHqN https://t.co/cj2P2GwXSp
"Virtu reprices $1.925B term loan, enters floating-to-fixed rate swap",positive,TwitterFinancialNews,"Virtu reprices $1.925B term loan, enters floating-to-fixed rate swap"
Virtu Reprices Senior Secured First Lien Term Loan Lower and Enters into a Floating to Fixed Interest Rate Swap  https://t.co/gCJ9P0avns,positive,TwitterFinancialNews,Virtu Reprices Senior Secured First Lien Term Loan Lower and Enters into a Floating to Fixed Interes
Walgreens Boots Alliance : Enters Into $500 Million Credit Agreement #WalgreensBootsAlliance #Stock #MarketScreener… https://t.co/Pl5VSdcudR,positive,TwitterFinancialNews,Walgreens Boots Alliance : Enters Into $500 Million Credit Agreement #WalgreensBootsAlliance #Stock 
WeWork Bonds Stumble to New Lows After Review,positive,TwitterFinancialNews,WeWork Bonds Stumble to New Lows After Review
Wynn Resorts Announces Private Offering of $350 million of Wynn Resorts Finance Senior Notes due 2025… https://t.co/APEzFQKa7L,positive,TwitterFinancialNews,Wynn Resorts Announces Private Offering of $350 million of Wynn Resorts Finance Senior Notes due 202
"Wynn, NCR deals a sign of yet more risk returning to bond market #Stock #MarketScreener https://t.co/7xIzve6vmr https://t.co/uMqpFRmRBo",positive,TwitterFinancialNews,"Wynn, NCR deals a sign of yet more risk returning to bond market #Stock #MarketScreener https://t.co"
"No Dates Set for Argentine Debt Talks, IMF Spokesman Says",positive,TwitterFinancialNews,"No Dates Set for Argentine Debt Talks, IMF Spokesman Says"
China willing to work bilaterally with low-income countries on debt challenges - Chinese official #economy… https://t.co/S6H9Owq1ZF,positive,TwitterFinancialNews,China willing to work bilaterally with low-income countries on debt challenges - Chinese official #e
Fed's bond-buying injecting hope of reprieve to 'fragile' $18 trillion Treasurys market https://t.co/1ypl8QOiqN,positive,TwitterFinancialNews,Fed's bond-buying injecting hope of reprieve to 'fragile' $18 trillion Treasurys market https://t.co
"US households now hold more than $14 trillion of debt, a new record, the New York Federal Reserve said this week. https://t.co/X7aI3MNdSU",positive,TwitterFinancialNews,"US households now hold more than $14 trillion of debt, a new record, the New York Federal Reserve sa"
"$AHC - A. H. Belo halves dividend, cuts capital spending to below $1M https://t.co/Umq8VBgJaZ",negative,TwitterFinancialNews,"$AHC - A. H. Belo halves dividend, cuts capital spending to below $1M https://t.co/Umq8VBgJaZ"
$AIF - Apollo Tactical Income Fund cuts dividend by 9% https://t.co/BvblFTtyWK,negative,TwitterFinancialNews,$AIF - Apollo Tactical Income Fund cuts dividend by 9% https://t.co/BvblFTtyWK
$APA - Apache: Recently Slashed Dividend May Never Stage A Comeback. https://t.co/bVEPm79fIY #economy #markets #stocks,negative,TwitterFinancialNews,$APA - Apache: Recently Slashed Dividend May Never Stage A Comeback. https://t.co/bVEPm79fIY #econom
$CLR: Continental Resources announces suspension of quarterly dividend; global crude oil and product demand is... https://t.co/fRZIBBW5Mg,negative,TwitterFinancialNews,$CLR: Continental Resources announces suspension of quarterly dividend; global crude oil and product
$DDF - Delaware Investments Dividend & Income Fund cuts dividend by 10% https://t.co/lIwkfTlVT9,negative,TwitterFinancialNews,$DDF - Delaware Investments Dividend & Income Fund cuts dividend by 10% https://t.co/lIwkfTlVT9
$DEX - Delaware Enhanced Global Dividend & Income Fund cuts dividend by 7% https://t.co/HsCEtA92wa,negative,TwitterFinancialNews,$DEX - Delaware Enhanced Global Dividend & Income Fund cuts dividend by 7% https://t.co/HsCEtA92wa
"$M (+0.2% pre) Macy's may have just signaled a dividend cut - Brian Sozzi

https://t.co/tDGkehqg9i",negative,TwitterFinancialNews,"$M (+0.2% pre) Macy's may have just signaled a dividend cut - Brian Sozzi

https://t.co/tDGkehqg9i"
$OVV - Ovintiv: Anticipating A Dividend Cut. https://t.co/iVzfRgmEEj #stocks #finance #trading         ,negative,TwitterFinancialNews,$OVV - Ovintiv: Anticipating A Dividend Cut. https://t.co/iVzfRgmEEj #stocks #finance #trading      
Boeing supplier Spirit cuts dividend to increase liquidity,negative,TwitterFinancialNews,Boeing supplier Spirit cuts dividend to increase liquidity
Boeing supplier Spirit slashes dividend due to 737 MAX crisis,negative,TwitterFinancialNews,Boeing supplier Spirit slashes dividend due to 737 MAX crisis
GFT Technologies : suspends forecast for the current financial year and reviews dividend p... #GFTTechnologies… https://t.co/xRG1yaFxxE,negative,TwitterFinancialNews,GFT Technologies : suspends forecast for the current financial year and reviews dividend p... #GFTTe
$AEL: American Equity Investment Life increases annual cash dividend to $0.30/share from $0.28/share https://t.co/xXAcIhgee4,neutral,TwitterFinancialNews,$AEL: American Equity Investment Life increases annual cash dividend to $0.30/share from $0.28/share
Abbott Labs raises quarterly dividend by 12.5% to 36 cents a share,neutral,TwitterFinancialNews,Abbott Labs raises quarterly dividend by 12.5% to 36 cents a share
AT&T $T says 'it has a strong cash position' and will continue to pay a quarterly dividend.  https://t.co/VjFTjHqash,neutral,TwitterFinancialNews,AT&T $T says 'it has a strong cash position' and will continue to pay a quarterly dividend.  https:/
AT&T is raising its quarterly dividend to 52 cents a share,neutral,TwitterFinancialNews,AT&T is raising its quarterly dividend to 52 cents a share
At*&T raises quarterly dividend by 2% to 52 cents a share,neutral,TwitterFinancialNews,At*&T raises quarterly dividend by 2% to 52 cents a share
Dunkin' Brands lifts dividend and buyback as 2020 outlook shy of estimates,neutral,TwitterFinancialNews,Dunkin' Brands lifts dividend and buyback as 2020 outlook shy of estimates
"First Bancorp increases dividend, boosts stock buyback program",neutral,TwitterFinancialNews,"First Bancorp increases dividend, boosts stock buyback program"
HollyFrontier raises dividend by 6% to 35 cents a share,neutral,TwitterFinancialNews,HollyFrontier raises dividend by 6% to 35 cents a share
Merck to raise quarterly dividend by 11% to 61 cents a share,neutral,TwitterFinancialNews,Merck to raise quarterly dividend by 11% to 61 cents a share
New York Times board raises quarterly dividend to 6 cents a share vs. 5 cents,neutral,TwitterFinancialNews,New York Times board raises quarterly dividend to 6 cents a share vs. 5 cents
"OneMain plans to boost dividend, pay special dividends",neutral,TwitterFinancialNews,"OneMain plans to boost dividend, pay special dividends"
Six Flags raises quarterly dividend by a penny to 83 cents a share,neutral,TwitterFinancialNews,Six Flags raises quarterly dividend by a penny to 83 cents a share
$AEL - American Equity declares $0.30 dividend https://t.co/ggKzSYVcPy,positive,TwitterFinancialNews,$AEL - American Equity declares $0.30 dividend https://t.co/ggKzSYVcPy
$AMCR - Amcor goes ex-dividend tomorrow https://t.co/X5Ir1jVZE0,positive,TwitterFinancialNews,$AMCR - Amcor goes ex-dividend tomorrow https://t.co/X5Ir1jVZE0
$AMEN - AMEN Properties declares $20.00 dividend https://t.co/awUxXcYNzc,positive,TwitterFinancialNews,$AMEN - AMEN Properties declares $20.00 dividend https://t.co/awUxXcYNzc
$ARI - Apollo Commercial Real Estate Finance declares $0.46 dividend https://t.co/APMkuIU7bX,positive,TwitterFinancialNews,$ARI - Apollo Commercial Real Estate Finance declares $0.46 dividend https://t.co/APMkuIU7bX
$ASH - Ashland declares $0.275 dividend https://t.co/bfIwGqZ6FU,positive,TwitterFinancialNews,$ASH - Ashland declares $0.275 dividend https://t.co/bfIwGqZ6FU
$AWF - AllianceBernstein Global High Income Fund declares $0.0655 dividend https://t.co/AKkiA6LV9o,positive,TwitterFinancialNews,$AWF - AllianceBernstein Global High Income Fund declares $0.0655 dividend https://t.co/AKkiA6LV9o
$AWK - American Water Works declares $0.50 dividend https://t.co/Y0bD5yT9lm,positive,TwitterFinancialNews,$AWK - American Water Works declares $0.50 dividend https://t.co/Y0bD5yT9lm
$BCC - Boise Cascade declares $0.10 dividend https://t.co/wmgKpPr0ip,positive,TwitterFinancialNews,$BCC - Boise Cascade declares $0.10 dividend https://t.co/wmgKpPr0ip
$BCRH - Blue Capital Reinsurance declares $0.57 dividend https://t.co/UflnUD1h6l,positive,TwitterFinancialNews,$BCRH - Blue Capital Reinsurance declares $0.57 dividend https://t.co/UflnUD1h6l
$BEPTF $BCHEY - Beach Energy declares AUD 1.00 dividend https://t.co/MuB1agcYQ8,positive,TwitterFinancialNews,$BEPTF $BCHEY - Beach Energy declares AUD 1.00 dividend https://t.co/MuB1agcYQ8
$BFIN - BankFinancial declares $0.10 dividend https://t.co/0cEqXfar7n,positive,TwitterFinancialNews,$BFIN - BankFinancial declares $0.10 dividend https://t.co/0cEqXfar7n
$BFIN - BankFinancial goes ex-dividend tomorrow https://t.co/pWNv3vUdcj,positive,TwitterFinancialNews,$BFIN - BankFinancial goes ex-dividend tomorrow https://t.co/pWNv3vUdcj
$BLKB - Blackbaud declares $0.12 dividend https://t.co/CVwHSLi2n0,positive,TwitterFinancialNews,$BLKB - Blackbaud declares $0.12 dividend https://t.co/CVwHSLi2n0
$BOKF - BOK Financial goes ex-dividend tomorrow https://t.co/GwKBOAPDs5,positive,TwitterFinancialNews,$BOKF - BOK Financial goes ex-dividend tomorrow https://t.co/GwKBOAPDs5
$BRX - Brixmor Property declares $0.285 dividend https://t.co/VIkJsccs4w,positive,TwitterFinancialNews,$BRX - Brixmor Property declares $0.285 dividend https://t.co/VIkJsccs4w
$COENF $COENY - Contact Energy declares NZ$0.16 dividend https://t.co/GEVTIaeZ9u,positive,TwitterFinancialNews,$COENF $COENY - Contact Energy declares NZ$0.16 dividend https://t.co/GEVTIaeZ9u
$CSBB - CSB Bancorp declares $0.28 dividend https://t.co/AD5F1rjPr3,positive,TwitterFinancialNews,$CSBB - CSB Bancorp declares $0.28 dividend https://t.co/AD5F1rjPr3
$DHF - BNY Mellon High Yield Strategies Fund declares $0.0215 dividend https://t.co/AH81aIYEqb,positive,TwitterFinancialNews,$DHF - BNY Mellon High Yield Strategies Fund declares $0.0215 dividend https://t.co/AH81aIYEqb
$DHR - Danaher Corporation declares $0.17 dividend https://t.co/GqRhZOcCbi,positive,TwitterFinancialNews,$DHR - Danaher Corporation declares $0.17 dividend https://t.co/GqRhZOcCbi
$DSWL - Deswell Industries goes ex-dividend tomorrow https://t.co/J9brt9z18J,positive,TwitterFinancialNews,$DSWL - Deswell Industries goes ex-dividend tomorrow https://t.co/J9brt9z18J
$EAD - Wells Fargo Advantage Income Opportunities Fund declares $0.05902 dividend https://t.co/eBm2yz9vwA,positive,TwitterFinancialNews,$EAD - Wells Fargo Advantage Income Opportunities Fund declares $0.05902 dividend https://t.co/eBm2y
$EFF - Eaton Vance Floating-Rate Income Plus Fund declares $0.0850 dividend https://t.co/62gm6crBAR,positive,TwitterFinancialNews,$EFF - Eaton Vance Floating-Rate Income Plus Fund declares $0.0850 dividend https://t.co/62gm6crBAR
$EFT - Eaton Vance Floating Rate Income Trust declares $0.0840 dividend https://t.co/miXZBRkoIq,positive,TwitterFinancialNews,$EFT - Eaton Vance Floating Rate Income Trust declares $0.0840 dividend https://t.co/miXZBRkoIq
$ENX - Eaton Vance New York Municipal Bond Fund declares $0.039 dividend https://t.co/AqYx8FBZ7D,positive,TwitterFinancialNews,$ENX - Eaton Vance New York Municipal Bond Fund declares $0.039 dividend https://t.co/AqYx8FBZ7D
$EOD - Wells Fargo Advantage Global Dividend Opportunity Fund declares $0.14525 dividend https://t.co/e6SSlB3rhn,positive,TwitterFinancialNews,$EOD - Wells Fargo Advantage Global Dividend Opportunity Fund declares $0.14525 dividend https://t.c
$EOT - Eaton Vance National Municipal Opportunities Trust declares $0.0717 dividend https://t.co/kUxYJKU9f1,positive,TwitterFinancialNews,$EOT - Eaton Vance National Municipal Opportunities Trust declares $0.0717 dividend https://t.co/kUx
$ERH - Wells Fargo Advantage Utilities&High Income Fund declares $0.07922 dividend https://t.co/hXxt6kFyAC,positive,TwitterFinancialNews,$ERH - Wells Fargo Advantage Utilities&High Income Fund declares $0.07922 dividend https://t.co/hXxt
$ETX - Eaton Vance Municipal Income Term Trust declares $0.0709 dividend https://t.co/dRqMs6urTb,positive,TwitterFinancialNews,$ETX - Eaton Vance Municipal Income Term Trust declares $0.0709 dividend https://t.co/dRqMs6urTb
$EVV - Eaton Vance Limited Duration Income Fund declares $0.10 dividend https://t.co/csbS3hnef1,positive,TwitterFinancialNews,$EVV - Eaton Vance Limited Duration Income Fund declares $0.10 dividend https://t.co/csbS3hnef1
$EXP - Eagle Materials declares $0.10 dividend https://t.co/dDmFghmIrA,positive,TwitterFinancialNews,$EXP - Eagle Materials declares $0.10 dividend https://t.co/dDmFghmIrA
$FGB - First Trust Specialty Finance&Financial Opportunities Fund declares $0.135 dividend https://t.co/n2NZfcESuD,positive,TwitterFinancialNews,$FGB - First Trust Specialty Finance&Financial Opportunities Fund declares $0.135 dividend https://t
$FMN - Federated Premier Municipal Income Fund declares $0.05 dividend https://t.co/h3rT8c1GvI,positive,TwitterFinancialNews,$FMN - Federated Premier Municipal Income Fund declares $0.05 dividend https://t.co/h3rT8c1GvI
$FRG - Franchise Group declares $0.25 dividend https://t.co/Z41i1F5gWK,positive,TwitterFinancialNews,$FRG - Franchise Group declares $0.25 dividend https://t.co/Z41i1F5gWK
$FRT - Federal REIT declares $1.05 dividend https://t.co/ZvqDW26Gql,positive,TwitterFinancialNews,$FRT - Federal REIT declares $1.05 dividend https://t.co/ZvqDW26Gql
$GGG - Graco declares $0.175 dividend https://t.co/CnVQGoLytT,positive,TwitterFinancialNews,$GGG - Graco declares $0.175 dividend https://t.co/CnVQGoLytT
$GOVB - Gouverneur Bancorp declares $0.17 dividend https://t.co/Zlr3d7SXnr,positive,TwitterFinancialNews,$GOVB - Gouverneur Bancorp declares $0.17 dividend https://t.co/Zlr3d7SXnr
"$HP - Helmerich & Payne: Dividend Safety Improving, Although Concerns Remain. Read more: https://t.co/vQv7uA4Vnp… https://t.co/O2CjjBd9Di",positive,TwitterFinancialNews,"$HP - Helmerich & Payne: Dividend Safety Improving, Although Concerns Remain. Read more: https://t.c"
$INT - World Fuel declares $0.10 dividend https://t.co/vVR9ZbfG2e,positive,TwitterFinancialNews,$INT - World Fuel declares $0.10 dividend https://t.co/vVR9ZbfG2e
$IPPLF - Inter Pipeline declares CAD 0.1425 dividend https://t.co/58SRq3PCMV,positive,TwitterFinancialNews,$IPPLF - Inter Pipeline declares CAD 0.1425 dividend https://t.co/58SRq3PCMV
$ITRN - Ituran Location declares $0.24 dividend https://t.co/2rH15WFA9G,positive,TwitterFinancialNews,$ITRN - Ituran Location declares $0.24 dividend https://t.co/2rH15WFA9G
$KRC - Kilroy Realty declares $0.485 dividend https://t.co/j41SnuFU9Y,positive,TwitterFinancialNews,$KRC - Kilroy Realty declares $0.485 dividend https://t.co/j41SnuFU9Y
$LMNX - Luminex declares $0.09 dividend https://t.co/GOeFg51Eu0,positive,TwitterFinancialNews,$LMNX - Luminex declares $0.09 dividend https://t.co/GOeFg51Eu0
$MCCHF - McChip Resources declares C$0.02 dividend https://t.co/FtHfNGnyZj,positive,TwitterFinancialNews,$MCCHF - McChip Resources declares C$0.02 dividend https://t.co/FtHfNGnyZj
$MFD - Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund declares $0.25 dividend https://t.co/JHZJcgjzBV,positive,TwitterFinancialNews,$MFD - Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund declares $0.25 d
$MTSC - MTS Systems declares $0.30 dividend https://t.co/QRVl05IT61,positive,TwitterFinancialNews,$MTSC - MTS Systems declares $0.30 dividend https://t.co/QRVl05IT61
$NESRF - Northern Star Resources declares AUD 0.075 dividend https://t.co/TD3Ui38CeD,positive,TwitterFinancialNews,$NESRF - Northern Star Resources declares AUD 0.075 dividend https://t.co/TD3Ui38CeD
$NFBK - Northfield Bancorp goes ex-dividend tomorrow https://t.co/70ays5HGbl,positive,TwitterFinancialNews,$NFBK - Northfield Bancorp goes ex-dividend tomorrow https://t.co/70ays5HGbl
$NWIN - NorthWest Indiana Bancorp declares $0.31 dividend https://t.co/RYAVAjTIUY,positive,TwitterFinancialNews,$NWIN - NorthWest Indiana Bancorp declares $0.31 dividend https://t.co/RYAVAjTIUY
$NWXPF - Newport Exploration Ltd. declares CAD 0.01 dividend https://t.co/Pxx7QAzDVr,positive,TwitterFinancialNews,$NWXPF - Newport Exploration Ltd. declares CAD 0.01 dividend https://t.co/Pxx7QAzDVr
$OHI - Omega Healthcare Investors' Risky Dividend Strategy. Read more and sign up for updates:… https://t.co/twcBF9yGlN,positive,TwitterFinancialNews,$OHI - Omega Healthcare Investors' Risky Dividend Strategy. Read more and sign up for updates:… http
$OMF - OneMain Holdings declares $0.33 dividend https://t.co/oKi59e9lLe,positive,TwitterFinancialNews,$OMF - OneMain Holdings declares $0.33 dividend https://t.co/oKi59e9lLe
$PCH - Potlatch declares $0.40 dividend https://t.co/5wdextZ4Ke,positive,TwitterFinancialNews,$PCH - Potlatch declares $0.40 dividend https://t.co/5wdextZ4Ke
$PEP - PepsiCo declares $0.955 dividend https://t.co/EoWLvxBD1T,positive,TwitterFinancialNews,$PEP - PepsiCo declares $0.955 dividend https://t.co/EoWLvxBD1T
$PINE - Alpine Income Property Trust declares $0.058 dividend https://t.co/kgZ2yJIN39,positive,TwitterFinancialNews,$PINE - Alpine Income Property Trust declares $0.058 dividend https://t.co/kgZ2yJIN39
$POL - PolyOne declares $0.2025 dividend https://t.co/GvENRbisJO,positive,TwitterFinancialNews,$POL - PolyOne declares $0.2025 dividend https://t.co/GvENRbisJO
$PSCF - Invesco S&P SmallCap Financials ETF declares $0.47 dividend https://t.co/YverZnfDT0,positive,TwitterFinancialNews,$PSCF - Invesco S&P SmallCap Financials ETF declares $0.47 dividend https://t.co/YverZnfDT0
$PSEC - Prospect Capital declares $0.06 dividend https://t.co/Jiz2vIKZdM,positive,TwitterFinancialNews,$PSEC - Prospect Capital declares $0.06 dividend https://t.co/Jiz2vIKZdM
$PVH - Phillips-Van Heusen goes ex-dividend tomorrow https://t.co/URPn152p3W,positive,TwitterFinancialNews,$PVH - Phillips-Van Heusen goes ex-dividend tomorrow https://t.co/URPn152p3W
$R - Assessing If Ryder System's Dividend Is Sustainable. https://t.co/IgYQNhMWuX #trading #stocks #economy,positive,TwitterFinancialNews,$R - Assessing If Ryder System's Dividend Is Sustainable. https://t.co/IgYQNhMWuX #trading #stocks #
$RVRA - Riviera Resources declares $4.25 dividend https://t.co/oY2rLSWQlN,positive,TwitterFinancialNews,$RVRA - Riviera Resources declares $4.25 dividend https://t.co/oY2rLSWQlN
$SHBI - Shore Bancshares declares $0.12 dividend https://t.co/9xENtM3PmM,positive,TwitterFinancialNews,$SHBI - Shore Bancshares declares $0.12 dividend https://t.co/9xENtM3PmM
$SHO - Sunstone Hotel declares $0.57 dividend https://t.co/19sIQuQsJJ,positive,TwitterFinancialNews,$SHO - Sunstone Hotel declares $0.57 dividend https://t.co/19sIQuQsJJ
$SIRZF - SIR Royalty Income Fund declares CAD 0.0875 dividend https://t.co/VGtn9hulFq,positive,TwitterFinancialNews,$SIRZF - SIR Royalty Income Fund declares CAD 0.0875 dividend https://t.co/VGtn9hulFq
$SLB - Schlumberger goes ex-dividend tomorrow https://t.co/U8kx1yoehB,positive,TwitterFinancialNews,$SLB - Schlumberger goes ex-dividend tomorrow https://t.co/U8kx1yoehB
$SLCA - U.S. Silica Holdings declares $0.02 dividend https://t.co/wPSnID2UJ5,positive,TwitterFinancialNews,$SLCA - U.S. Silica Holdings declares $0.02 dividend https://t.co/wPSnID2UJ5
$SLF - Sun Life Financial goes ex-dividend tomorrow https://t.co/7IaFK66cQR,positive,TwitterFinancialNews,$SLF - Sun Life Financial goes ex-dividend tomorrow https://t.co/7IaFK66cQR
$SNDR - Schneider National declares $0.065 dividend https://t.co/EFYnWA1ydf,positive,TwitterFinancialNews,$SNDR - Schneider National declares $0.065 dividend https://t.co/EFYnWA1ydf
$SOR - Source Capital declares $0.25 dividend https://t.co/112pQyzJpo,positive,TwitterFinancialNews,$SOR - Source Capital declares $0.25 dividend https://t.co/112pQyzJpo
$THQ - Tekla Healthcare Opportunities Fund declares $0.1125 dividend https://t.co/471CDaKOE2,positive,TwitterFinancialNews,$THQ - Tekla Healthcare Opportunities Fund declares $0.1125 dividend https://t.co/471CDaKOE2
$TXRH - Texas Roadhouse declares $0.30 dividend https://t.co/54tmS0jkFJ,positive,TwitterFinancialNews,$TXRH - Texas Roadhouse declares $0.30 dividend https://t.co/54tmS0jkFJ
$UGI - UGI declares $0.325 dividend https://t.co/plTGuAy6h1,positive,TwitterFinancialNews,$UGI - UGI declares $0.325 dividend https://t.co/plTGuAy6h1
$USLM - United States Lime & Minerals declares $5.35 dividend https://t.co/uUDXPnpKzC,positive,TwitterFinancialNews,$USLM - United States Lime & Minerals declares $5.35 dividend https://t.co/uUDXPnpKzC
$VAM - Vivaldi Opp Shs Opportunities Fund declares $0.11642 dividend https://t.co/zRKg8wg3AU,positive,TwitterFinancialNews,$VAM - Vivaldi Opp Shs Opportunities Fund declares $0.11642 dividend https://t.co/zRKg8wg3AU
$WHG - Westwood increases stock buyback while slashing dividend https://t.co/TpTNpyeer3,positive,TwitterFinancialNews,$WHG - Westwood increases stock buyback while slashing dividend https://t.co/TpTNpyeer3
$WRK - WestRock declares $0.465 dividend https://t.co/qyFdr7xFA1,positive,TwitterFinancialNews,$WRK - WestRock declares $0.465 dividend https://t.co/qyFdr7xFA1
Acorn Capital Investment Fund : Dividend Reinvestment Plan #AcornCapitalInvestmentFund #Stock #MarketScreener… https://t.co/FfOkazYlu2,positive,TwitterFinancialNews,Acorn Capital Investment Fund : Dividend Reinvestment Plan #AcornCapitalInvestmentFund #Stock #Marke
ADTRAN declares $0.09 dividend,positive,TwitterFinancialNews,ADTRAN declares $0.09 dividend
Advanced Drainage Systems Announces Quarterly Cash Dividend,positive,TwitterFinancialNews,Advanced Drainage Systems Announces Quarterly Cash Dividend
Advanced Drainage Systems declares $0.09 dividend,positive,TwitterFinancialNews,Advanced Drainage Systems declares $0.09 dividend
Advanced Emissions Solutions declares $0.25 dividend,positive,TwitterFinancialNews,Advanced Emissions Solutions declares $0.25 dividend
Amcor goes ex-dividend tomorrow,positive,TwitterFinancialNews,Amcor goes ex-dividend tomorrow
AMEN Properties declares $20.00 dividend,positive,TwitterFinancialNews,AMEN Properties declares $20.00 dividend
Apache declares $0.25 dividend,positive,TwitterFinancialNews,Apache declares $0.25 dividend
Arch Coal declares $0.50 dividend,positive,TwitterFinancialNews,Arch Coal declares $0.50 dividend
Bancorp 34 declares $0.05 dividend,positive,TwitterFinancialNews,Bancorp 34 declares $0.05 dividend
Barings Corporate Investors declares $0.30 dividend,positive,TwitterFinancialNews,Barings Corporate Investors declares $0.30 dividend
Barings Participation Investors declares $0.27 dividend,positive,TwitterFinancialNews,Barings Participation Investors declares $0.27 dividend
Baxter declares $0.22 dividend,positive,TwitterFinancialNews,Baxter declares $0.22 dividend
BGC Partners declares $0.14 dividend,positive,TwitterFinancialNews,BGC Partners declares $0.14 dividend
BlackRock declares $3.30 dividend,positive,TwitterFinancialNews,BlackRock declares $3.30 dividend
Boise Cascade declares $0.10 dividend,positive,TwitterFinancialNews,Boise Cascade declares $0.10 dividend
BOK Financial goes ex-dividend tomorrow,positive,TwitterFinancialNews,BOK Financial goes ex-dividend tomorrow
Brigham Minerals goes ex-dividend tomorrow,positive,TwitterFinancialNews,Brigham Minerals goes ex-dividend tomorrow
Brixmor Property declares $0.285 dividend,positive,TwitterFinancialNews,Brixmor Property declares $0.285 dividend
Chemtrade Logistics Income Fund declares CAD 0.10 dividend,positive,TwitterFinancialNews,Chemtrade Logistics Income Fund declares CAD 0.10 dividend
Chicken Soup for the Soul Entertainment Series A Cumu Perp Red Prfd Stk declares $0.2031 dividend,positive,TwitterFinancialNews,Chicken Soup for the Soul Entertainment Series A Cumu Perp Red Prfd Stk declares $0.2031 dividend
Cineplex declares CAD 0.15 dividend,positive,TwitterFinancialNews,Cineplex declares CAD 0.15 dividend
"Clipper Realty Inc. (NYSE:CLPR) Is About To Go Ex-Dividend, And It Pays A 1.0% Yield",positive,TwitterFinancialNews,"Clipper Realty Inc. (NYSE:CLPR) Is About To Go Ex-Dividend, And It Pays A 1.0% Yield"
Clorox declares $1.06 dividend,positive,TwitterFinancialNews,Clorox declares $1.06 dividend
CME declares $0.85 dividend,positive,TwitterFinancialNews,CME declares $0.85 dividend
CMUV Bancorp declares $0.08 dividend,positive,TwitterFinancialNews,CMUV Bancorp declares $0.08 dividend
CNB Community Bancorp declares $0.46 dividend,positive,TwitterFinancialNews,CNB Community Bancorp declares $0.46 dividend
Columbia Property Trust declares $0.21 dividend,positive,TwitterFinancialNews,Columbia Property Trust declares $0.21 dividend
Cominar Real Estate Investment Trust declares CAD 0.06 dividend,positive,TwitterFinancialNews,Cominar Real Estate Investment Trust declares CAD 0.06 dividend
Community Healthcare declares $0.4175 dividend,positive,TwitterFinancialNews,Community Healthcare declares $0.4175 dividend
Constellation Brands goes ex-dividend on Monday,positive,TwitterFinancialNews,Constellation Brands goes ex-dividend on Monday
Crombie Reit declares $0.07417 dividend,positive,TwitterFinancialNews,Crombie Reit declares $0.07417 dividend
Cross Timbers Royalty Trust declares $0.0621 dividend,positive,TwitterFinancialNews,Cross Timbers Royalty Trust declares $0.0621 dividend
Deswell Industries goes ex-dividend tomorrow,positive,TwitterFinancialNews,Deswell Industries goes ex-dividend tomorrow
Digital Realty Trust declares $1.08 dividend,positive,TwitterFinancialNews,Digital Realty Trust declares $1.08 dividend
"Digital Realty Trust, 5.850% Cum Red Pfd Series K declares $0.365625 dividend",positive,TwitterFinancialNews,"Digital Realty Trust, 5.850% Cum Red Pfd Series K declares $0.365625 dividend"
"Digital Realty Trust, Inc. 5.250% PFD SER J declares $0.328125 dividend",positive,TwitterFinancialNews,"Digital Realty Trust, Inc. 5.250% PFD SER J declares $0.328125 dividend"
"Digital Realty Trust, Inc. PFD SER G 5.875% declares $0.367188 dividend",positive,TwitterFinancialNews,"Digital Realty Trust, Inc. PFD SER G 5.875% declares $0.367188 dividend"
Dividend 15 Split Corp IIA declares CAD 0.10 dividend,positive,TwitterFinancialNews,Dividend 15 Split Corp IIA declares CAD 0.10 dividend
"Dividend Increases: November 18-22, 2019. Read more: https://t.co/xr8xAK9qRg #finance #stocks #stockmarket",positive,TwitterFinancialNews,"Dividend Increases: November 18-22, 2019. Read more: https://t.co/xr8xAK9qRg #finance #stocks #stock"
Dunkin' Brands Group declares $0.4025 dividend,positive,TwitterFinancialNews,Dunkin' Brands Group declares $0.4025 dividend
Eagle Growth and Income Opportunities declares $0.08 dividend,positive,TwitterFinancialNews,Eagle Growth and Income Opportunities declares $0.08 dividend
Eagle Materials Declares Quarterly Dividend,positive,TwitterFinancialNews,Eagle Materials Declares Quarterly Dividend
Ebix declares $0.075 dividend,positive,TwitterFinancialNews,Ebix declares $0.075 dividend
Estee Lauder declares $0.48 dividend,positive,TwitterFinancialNews,Estee Lauder declares $0.48 dividend
Extended Stay America goes ex-dividend tomorrow,positive,TwitterFinancialNews,Extended Stay America goes ex-dividend tomorrow
